- МЕБЕЛЬНЫЙ УГОЛОК
,,,,DB П-290,40,290,40,2.0,20,0.201,4.02,26.42,25.40,41,
,,,,DB Л-350,40,350,40,2.0,20,0.261,5.22,27.87,26.80,41,
,,,,DB П-350,40,350,40,2.0,20,0.261,5.22,27.87,26.80,41,
- УГЛОВОЙ СОЕДИНИТЕЛЬ
,,,,US-120-35,120,120,35,2.0,25,0.093,2.33,8.42,8.10,43,
,,,,US-145-35,145,145,35,2.0,25,0.120,3.00,11.44,11.00,43,
,,,,US-175-35,175,175,35,2.0,25,0.153,3.83,15.50,14.90,43,
- КРЕПЕЖНАЯ ПЛАСТИНА
,,,,KP-100,100,,35,2.0,200,0.053,10.50,4.37,4.20,33,
,,,,KP-140,140,,55,2.0,50,0.116,5.80,8.42,8.10,33,
,,,,KP-140x2.5,140,,55,2.5,50,0.150,7.50,11.75,11.30,33,
,,,,KP-180х40,180,,40,2.0,50,0.108,5.40,8.74,8.40,33,
,,,,KP-180х65,180,,65,2.0,50,0.176,8.78,12.27,11.80,33,
,,,,KP-180х65x2.5,180,,65,2.5,50,0.220,11.00,17.47,16.80,33,
,,,,KP-210,210,,90,2.0,25,0.284,7.09,19.86,19.10,33,
,,,,KP-210x2.5,210,,90,2.5,25,0.370,9.25,27.77,26.70,33,
,,,,KP-260,260,,100,2.0,25,0.390,9.75,31.62,30.40,33,
,,,,KP-280,280,,65,2.0,25,0.284,7.10,21.84,21.00,33,
- ПЛАСТИНА СОЕДИНИТЕЛЬНАЯ
,,,,PS-20х200,200,,20,2.0,200,0.063,12.60,5.51,5.30,34,
,,,,PS-30х80,80,,30,2.0,200,0.037,7.40,4.37,4.20,34,
,,,,PS-30х160,160,,30,2.0,50,0.075,3.75,6.76,6.50,34,
,,,,PS-30х240,240,,30,2.0,50,0.112,5.60,9.88,9.50,34,
,,,,PS-30х400,400,,30,2.0,20,0.187,3.74,16.43,15.80,34,
,,,,PS-40х80,80,,40,2.0,150,0.048,7.20,3.95,3.80,34,
,,,,PS-40х100,100,,40,2.0,150,0.060,9.00,4.78,4.60,34,
,,,,PS-40х120,120,,40,2.0,150,0.072,10.80,5.82,5.60,34,
,,,,PS-40x140,140,,40,2.0,50,0.080,4.00,7.18,6.90,34,
,,,,PS-40х160,160,,40,2.0,50,0.096,4.80,8.01,7.70,34,
,,,,PS-40х200,200,,40,2.0,50,0.120,6.00,9.67,9.30,34,
,,,,PS-40х240,240,,40,2.0,50,0.144,7.20,11.44,11.00,34,
,,,,PS-40x260,260,,40,2.0,50,0.156,7.80,12.79,12.30,34,
,,,,PS-40x280,280,,40,2.0,50,0.168,8.40,13.42,12.90,34,
,,,,PS-40х300,300,,40,2.0,50,0.180,9.00,14.46,13.90,34,
,,,,PS-40x360,360,,40,2.0,20,0.216,4.32,17.26,16.60,34,
,,,,PS-40x400,400,,40,2.0,20,0.240,4.80,20.28,19.50,34,
,,,,PS-40x500,500,,40,2.0,20,0.300,6.00,26.42,25.40,34,
,,,,PS-40х600,600,,40,2.0,20,0.360,7.20,29.22,28.10,34,
,,,,PS-40x800,800,,40,2.0,20,0.480,9.60,38.90,37.40,34,
,,,,PS-40x1000,1000,,40,2.0,20,0.600,12.00,51.69,49.70,34,
,,,,PS-40x1200,1200,,40,2.0,20,0.720,14.40,63.13,60.70,34,
,,,,PS-50х100,100,,50,2.0,100,0.075,7.50,6.34,6.10,34,
,,,,PS-50х200,200,,50,2.0,50,0.150,7.50,12.17,11.70,34,
,,,,PS-50х240,240,,50,2.0,25,0.180,4.50,15.50,14.90,34,
,,,,PS-50х300,300,,50,2.0,25,0.225,5.63,18.51,17.80,34,
,,,,PS-50х400,400,,50,2.0,20,0.300,6.00,24.44,23.50,34,
,,,,PS-50х500,500,,50,2.0,20,0.375,7.50,33.07,31.80,34,
,,,,PS-50х600,600,,50,2.0,20,0.450,9.00,36.61,35.20,34,
,,,,PS-50х800,800,,50,2.0,20,0.600,12.00,48.57,46.70,34,
